timestamp_us,packet_type,payload_len,rtt_ms,loss_percent,tx_queue_depth,datagram_budget,stream_window_available,quic_ready,cpu_usage,heap_free,decision_mode,pacing_level
176675265,2,2824,41,5,2181,0,0,0,99,6545931,2,2
176725226,0,16,41,5,2181,0,0,0,99,6545931,0,0
176765237,2,2820,41,5,2181,0,0,0,99,6545883,2,2
176815229,0,16,41,5,2181,0,0,0,99,6545883,0,0
176855240,2,2765,41,5,2181,0,0,0,99,6545835,2,2
176905266,0,16,41,5,2181,0,0,0,99,6545835,0,0
176945229,2,2846,41,5,2181,0,0,0,99,6545787,2,2
176995290,0,16,41,5,2181,0,0,0,99,6545787,0,0
177035248,2,2807,41,5,2181,0,0,0,99,6545739,2,2
177085387,0,16,41,5,2181,0,0,0,99,6545739,0,0
177125222,2,2840,41,5,2181,0,0,0,99,6545691,2,2
177175246,0,16,41,5,2181,0,0,0,99,6545691,0,0
177215279,2,2791,41,5,2181,0,0,0,99,6545643,2,2
177265225,0,16,41,5,2181,0,0,0,99,6545643,0,0
177305239,2,2836,41,5,2181,0,0,0,99,6545595,2,2
177355275,0,16,41,5,2181,0,0,0,99,6545595,0,0
177395282,2,2821,41,5,2181,0,0,0,99,6545547,2,2
177445225,0,16,41,5,2181,0,0,0,99,6545547,0,0
177485222,2,2836,41,5,2181,0,0,0,99,6545499,2,2
177535264,0,16,41,5,2181,0,0,0,99,6545499,0,0
177575345,2,2834,41,5,2181,0,0,0,99,6545451,2,2
177625264,0,16,41,5,2181,0,0,0,99,6545451,0,0
177665227,2,2833,41,5,2181,0,0,0,99,6545403,2,2
177715423,0,16,41,5,2181,0,0,0,99,6545403,0,0
177755228,2,2837,41,5,2181,0,0,0,99,6545355,2,2
177805279,0,16,41,5,2181,0,0,0,99,6545355,0,0
177845214,2,2791,41,5,2181,0,0,0,99,6545307,2,2
177895245,0,16,41,5,2181,0,0,0,99,6545307,0,0
177935263,2,2794,41,5,2181,0,0,0,99,6545259,2,2
177985223,0,16,41,5,2181,0,0,0,99,6545259,0,0
178025250,2,2811,41,5,2181,0,0,0,99,6545211,2,2
178075243,0,16,41,5,2181,0,0,0,99,6545211,0,0
178115261,2,2823,41,5,2181,0,0,0,99,6545163,2,2
178165235,0,16,41,5,2181,0,0,0,99,6545163,0,0
178205208,2,2795,41,5,2181,0,0,0,99,6545115,2,2
178255233,0,16,41,5,2181,0,0,0,99,6545115,0,0
178295227,2,2786,41,5,2181,0,0,0,99,6545067,2,2
178345696,0,16,41,5,2181,0,0,0,99,6545067,0,0
178385226,2,2839,41,5,2181,0,0,0,99,6545019,2,2
178435279,0,16,41,5,2181,0,0,0,99,6545019,0,0
178475226,2,2824,41,5,2181,0,0,0,99,6544971,2,2
178525306,0,16,41,5,2181,0,0,0,99,6544971,0,0
178565225,2,2822,41,5,2181,0,0,0,99,6544923,2,2
178615232,0,16,41,5,2181,0,0,0,99,6544923,0,0
178655282,2,2795,41,5,2181,0,0,0,99,6544875,2,2
178705228,0,16,41,5,2181,0,0,0,99,6544875,0,0
178745263,2,2816,41,5,2181,0,0,0,99,6544827,2,2
178795228,0,16,41,5,2181,0,0,0,99,6544827,0,0
178835270,2,2792,41,5,2181,0,0,0,99,6544779,2,2
178885230,0,16,41,5,2181,0,0,0,99,6544779,0,0
178925229,2,2840,41,5,2181,0,0,0,99,6544731,2,2
178975236,0,16,41,5,2181,0,0,0,99,6544731,0,0
179015232,2,2785,41,5,2181,0,0,0,99,6544683,2,2
179065268,0,16,41,5,2181,0,0,0,99,6544683,0,0
179105224,2,2796,41,5,2181,0,0,0,99,6544635,2,2
179155277,0,16,41,5,2181,0,0,0,99,6544635,0,0
179195223,2,2811,41,5,2181,0,0,0,99,6544587,2,2
179245261,0,16,41,5,2181,0,0,0,99,6544587,0,0
179285224,2,2837,41,5,2181,0,0,0,99,6544539,2,2
179335232,0,16,41,5,2181,0,0,0,99,6544539,0,0
179375303,2,2814,41,5,2181,0,0,0,99,6544491,2,2
179425219,0,16,41,5,2181,0,0,0,99,6544491,0,0
179465452,2,2831,41,5,2181,0,0,0,99,6544443,2,2
179515280,0,16,41,5,2181,0,0,0,99,6544443,0,0
179555276,2,2825,41,5,2181,0,0,0,99,6544395,2,2
179605221,0,16,41,5,2181,0,0,0,99,6544395,0,0
179645273,2,2810,41,5,2181,0,0,0,99,6544347,2,2
179695239,0,16,41,5,2181,0,0,0,99,6544347,0,0
179735237,2,2856,41,5,2181,0,0,0,99,6544299,2,2
179785221,0,16,41,5,2181,0,0,0,99,6544299,0,0
179825224,2,2824,41,5,2181,0,0,0,99,6544251,2,2
179875249,0,16,41,5,2181,0,0,0,99,6544251,0,0
179915230,2,2853,41,5,2181,0,0,0,99,6544203,2,2
179965266,0,16,41,5,2181,0,0,0,99,6544203,0,0
180005223,2,2814,41,5,2181,0,0,0,99,6544155,2,2
180055242,0,16,41,5,2181,0,0,0,99,6544155,0,0
180095225,2,2811,41,5,2181,0,0,0,99,6544107,2,2
180145215,0,16,41,5,2181,0,0,0,99,6544107,0,0
180185258,2,2832,41,5,2181,0,0,0,99,6544059,2,2
180235229,0,16,41,5,2181,0,0,0,99,6544059,0,0
180275269,2,2827,41,5,2181,0,0,0,99,6544011,2,2
180325219,0,16,41,5,2181,0,0,0,99,6544011,0,0
180365298,2,2831,41,5,2181,0,0,0,99,6543963,2,2
180415223,0,16,41,5,2181,0,0,0,99,6543963,0,0
180455221,2,2840,41,5,2181,0,0,0,99,6543915,2,2
180505341,0,16,41,5,2181,0,0,0,99,6543915,0,0
180545231,2,2815,41,5,2181,0,0,0,99,6543867,2,2
180625477,0,16,41,5,2181,0,0,0,99,6543867,0,0
180665234,2,2828,41,5,2181,0,0,0,99,6543819,2,2
180715246,0,16,41,5,2181,0,0,0,99,6543819,0,0
180755218,2,2835,41,5,2181,0,0,0,99,6543771,2,2
180805267,0,16,41,5,2181,0,0,0,99,6543771,0,0
180845215,2,2805,41,5,2181,0,0,0,99,6543723,2,2
180895268,0,16,41,5,2181,0,0,0,99,6543723,0,0
180935219,2,2801,41,5,2181,0,0,0,99,6543675,2,2
180985256,0,16,41,5,2181,0,0,0,99,6543675,0,0
181025213,2,2835,41,5,2181,0,0,0,99,6543627,2,2
181075349,0,16,41,5,2181,0,0,0,99,6543627,0,0
181115261,2,2811,41,5,2181,0,0,0,99,6543579,2,2
181165222,0,16,41,5,2181,0,0,0,99,6543579,0,0
181205246,2,2818,41,5,2181,0,0,0,99,6543531,2,2
181255236,0,16,41,5,2181,0,0,0,99,6543531,0,0
181295257,2,2807,41,5,2181,0,0,0,99,6543483,2,2
181345504,0,16,41,5,2181,0,0,0,99,6543483,0,0
181385271,2,2815,41,5,2181,0,0,0,99,6543435,2,2
181435238,0,16,41,5,2181,0,0,0,99,6543435,0,0
181475214,2,2828,41,5,2181,0,0,0,99,6543387,2,2
181525437,0,16,41,5,2181,0,0,0,99,6543387,0,0
181565379,2,2825,41,5,2181,0,0,0,99,6543339,2,2
181615300,0,16,41,5,2181,0,0,0,99,6543339,0,0
181655353,2,2786,41,5,2181,0,0,0,99,6543291,2,2
181705430,0,16,41,5,2181,0,0,0,99,6543291,0,0
181745239,2,2807,41,5,2181,0,0,0,99,6543243,2,2
181795286,0,16,41,5,2181,0,0,0,99,6543243,0,0
181835220,2,2819,41,5,2181,0,0,0,99,6543195,2,2
181885239,0,16,41,5,2181,0,0,0,99,6543195,0,0
181925250,2,2818,41,5,2181,0,0,0,99,6543147,2,2
181975235,0,16,41,5,2181,0,0,0,99,6543147,0,0
182015258,2,2841,41,5,2181,0,0,0,99,6543099,2,2
182065316,0,16,41,5,2181,0,0,0,99,6543099,0,0
182105270,2,2822,41,5,2181,0,0,0,99,6543051,2,2
182155253,0,16,41,5,2181,0,0,0,99,6543051,0,0
182195208,2,2802,41,5,2181,0,0,0,99,6543003,2,2
182245227,0,16,41,5,2181,0,0,0,99,6543003,0,0
182285216,2,2798,41,5,2181,0,0,0,99,6542955,2,2
182335253,0,16,41,5,2181,0,0,0,99,6542955,0,0
182375288,2,2800,41,5,2181,0,0,0,99,6542907,2,2
182425279,0,16,41,5,2181,0,0,0,99,6542907,0,0
182465221,2,2807,41,5,2181,0,0,0,99,6542859,2,2
182515292,0,16,41,5,2181,0,0,0,99,6542859,0,0
182555235,2,2814,41,5,2181,0,0,0,99,6542811,2,2
182605216,0,16,41,5,2181,0,0,0,99,6542811,0,0
182645262,2,2809,41,5,2181,0,0,0,99,6542763,2,2
182695232,0,16,41,5,2181,0,0,0,99,6542763,0,0
182735250,2,2832,41,5,2181,0,0,0,99,6542715,2,2
182785217,0,16,41,5,2181,0,0,0,99,6542715,0,0
182825902,2,2825,41,5,2181,0,0,0,99,6542667,2,2
182875232,0,16,41,5,2181,0,0,0,99,6542667,0,0
182915231,2,2805,41,5,2181,0,0,0,99,6542619,2,2
182965215,0,16,41,5,2181,0,0,0,99,6542619,0,0
183005225,2,2828,41,5,2181,0,0,0,99,6542571,2,2
183055241,0,16,41,5,2181,0,0,0,99,6542571,0,0
183095232,2,2823,41,5,2181,0,0,0,99,6542523,2,2
183145264,0,16,41,5,2181,0,0,0,99,6542523,0,0
183185227,2,2826,41,5,2181,0,0,0,99,6542475,2,2
183235241,0,16,41,5,2181,0,0,0,99,6542475,0,0
183275230,2,2822,41,5,2181,0,0,0,99,6542427,2,2
183325213,0,16,41,5,2181,0,0,0,99,6542427,0,0
183365321,2,2808,41,5,2181,0,0,0,99,6542379,2,2
183415224,0,16,41,5,2181,0,0,0,99,6542379,0,0
183455270,2,2818,41,5,2181,0,0,0,99,6542331,2,2
183505266,0,16,41,5,2181,0,0,0,99,6542331,0,0
183545451,2,2802,41,5,2181,0,0,0,99,6542283,2,2
183595244,0,16,41,5,2181,0,0,0,99,6542283,0,0
183635237,2,2836,41,5,2181,0,0,0,99,6542235,2,2
183685220,0,16,41,5,2181,0,0,0,99,6542235,0,0
183725226,2,2790,41,5,2181,0,0,0,99,6542187,2,2
183775262,0,16,41,5,2181,0,0,0,99,6542187,0,0
183815235,2,2808,41,5,2181,0,0,0,99,6542139,2,2
183865266,0,16,41,5,2181,0,0,0,99,6542139,0,0
183905219,2,2831,41,5,2181,0,0,0,99,6542091,2,2
183955258,0,16,41,5,2181,0,0,0,99,6542091,0,0
183995214,2,2836,41,5,2181,0,0,0,99,6542043,2,2
184045226,0,16,41,5,2181,0,0,0,99,6542043,0,0
184085253,2,2800,41,5,2181,0,0,0,99,6541995,2,2
184135222,0,16,41,5,2181,0,0,0,99,6541995,0,0
184175237,2,2820,41,5,2181,0,0,0,99,6541947,2,2
184225230,0,16,41,5,2181,0,0,0,99,6541947,0,0
184265261,2,2816,41,5,2181,0,0,0,99,6541899,2,2
184315268,0,16,41,5,2181,0,0,0,99,6541899,0,0
184355316,2,2804,41,5,2181,0,0,0,99,6541851,2,2
184405224,0,16,41,5,2181,0,0,0,99,6541851,0,0
184445217,2,2827,41,5,2181,0,0,0,99,6541803,2,2
184495246,0,16,41,5,2181,0,0,0,99,6541803,0,0
184535251,2,2826,41,5,2181,0,0,0,99,6541755,2,2
184585369,0,16,41,5,2181,0,0,0,99,6541755,0,0
184625218,2,2826,41,5,2181,0,0,0,99,6541707,2,2
184675431,0,16,41,5,2181,0,0,0,99,6541707,0,0
184715227,2,2814,41,5,2181,0,0,0,99,6541659,2,2
184765301,0,16,41,5,2181,0,0,0,99,6541659,0,0
184805217,2,2811,41,5,2181,0,0,0,99,6541611,2,2
184855234,0,16,41,5,2181,0,0,0,99,6541611,0,0
184895281,2,2799,41,5,2181,0,0,0,99,6541563,2,2
184945218,0,16,41,5,2181,0,0,0,99,6541563,0,0
184985264,2,2798,41,5,2181,0,0,0,99,6541515,2,2
185035234,0,16,41,5,2181,0,0,0,99,6541515,0,0
185075270,2,2834,41,5,2181,0,0,0,99,6541467,2,2
185155281,0,16,41,5,2181,0,0,0,99,6541467,0,0
185195279,2,2819,41,5,2181,0,0,0,99,6541419,2,2
185245235,0,16,41,5,2181,0,0,0,99,6541419,0,0
185285270,2,2857,41,5,2181,0,0,0,99,6541371,2,2
185335225,0,16,41,5,2181,0,0,0,99,6541371,0,0
185375267,2,2838,41,5,2181,0,0,0,99,6541323,2,2
185425224,0,16,41,5,2181,0,0,0,99,6541323,0,0
185465219,2,2803,41,5,2181,0,0,0,99,6541275,2,2
185515297,0,16,41,5,2181,0,0,0,99,6541275,0,0
185555334,2,2813,41,5,2181,0,0,0,99,6541227,2,2
185605283,0,16,41,5,2181,0,0,0,99,6541227,0,0
185645230,2,2772,41,5,2181,0,0,0,99,6541179,2,2
185695245,0,16,41,5,2181,0,0,0,99,6541179,0,0
185735228,2,2844,41,5,2181,0,0,0,99,6541131,2,2
185785221,0,16,41,5,2181,0,0,0,99,6541131,0,0
185825464,2,2804,41,5,2181,0,0,0,99,6541083,2,2
185875238,0,16,41,5,2181,0,0,0,99,6541083,0,0
185915274,2,2782,41,5,2181,0,0,0,99,6541035,2,2
185965222,0,16,41,5,2181,0,0,0,99,6541035,0,0
186005285,2,2818,41,5,2181,0,0,0,99,6540987,2,2
186055223,0,16,41,5,2181,0,0,0,99,6540987,0,0
186095234,2,2810,41,5,2181,0,0,0,99,6540939,2,2
186145221,0,16,41,5,2181,0,0,0,99,6540939,0,0
186185233,2,2815,41,5,2181,0,0,0,99,6540891,2,2
186235223,0,16,41,5,2181,0,0,0,99,6540891,0,0
186275241,2,2801,41,5,2181,0,0,0,99,6540843,2,2
186325267,0,16,41,5,2181,0,0,0,99,6540843,0,0
186365291,2,2834,41,5,2181,0,0,0,99,6540795,2,2
186415262,0,16,41,5,2181,0,0,0,99,6540795,0,0
186455229,2,2830,41,5,2181,0,0,0,99,6540747,2,2
186505319,0,16,41,5,2181,0,0,0,99,6540747,0,0
186545342,2,2821,41,5,2181,0,0,0,99,6540699,2,2
186595232,0,16,41,5,2181,0,0,0,99,6540699,0,0
186635262,2,2860,41,5,2181,0,0,0,99,6540651,2,2
186685224,0,16,41,5,2181,0,0,0,99,6540651,0,0
186725287,2,2834,41,5,2181,0,0,0,99,6540603,2,2
186775226,0,16,41,5,2181,0,0,0,99,6540603,0,0
186815264,2,2808,41,5,2181,0,0,0,99,6540555,2,2
186865218,0,16,41,5,2181,0,0,0,99,6540555,0,0
186905237,2,2836,41,5,2181,0,0,0,99,6540507,2,2
186955361,0,16,41,5,2181,0,0,0,99,6540507,0,0
186995323,2,2807,41,5,2181,0,0,0,99,6540459,2,2
187045286,0,16,41,5,2181,0,0,0,99,6540459,0,0
187085235,2,2815,41,5,2181,0,0,0,99,6540411,2,2
187135265,0,16,41,5,2181,0,0,0,99,6540411,0,0
187175242,2,2786,41,5,2181,0,0,0,99,6540363,2,2
187225249,0,16,41,5,2181,0,0,0,99,6540363,0,0
187265253,2,2828,41,5,2181,0,0,0,99,6540315,2,2
187315236,0,16,41,5,2181,0,0,0,99,6540315,0,0
187355310,2,2833,41,5,2181,0,0,0,99,6540267,2,2
187405247,0,16,41,5,2181,0,0,0,99,6540267,0,0
187445276,2,2814,41,5,2181,0,0,0,99,6540219,2,2
187495233,0,16,41,5,2181,0,0,0,99,6540219,0,0
187535294,2,2798,41,5,2181,0,0,0,99,6540171,2,2
187585230,0,16,41,5,2181,0,0,0,99,6540171,0,0
187625234,2,2817,41,5,2181,0,0,0,99,6540123,2,2
187675223,0,16,41,5,2181,0,0,0,99,6540123,0,0
187715238,2,2813,41,5,2181,0,0,0,99,6540075,2,2
187765258,0,16,41,5,2181,0,0,0,99,6540075,0,0
187805235,2,2823,41,5,2181,0,0,0,99,6540027,2,2
187855284,0,16,41,5,2181,0,0,0,99,6540027,0,0
187895232,2,2839,41,5,2181,0,0,0,99,6539979,2,2
187945264,0,16,41,5,2181,0,0,0,99,6539979,0,0
187985243,2,2843,41,5,2181,0,0,0,99,6539931,2,2
188035236,0,16,41,5,2181,0,0,0,99,6539931,0,0
188075433,2,2820,41,5,2181,0,0,0,0,6539883,2,2
188125265,0,16,41,5,2181,0,0,0,0,6539883,0,0
188165270,2,2819,41,5,2181,0,0,0,0,6539835,2,2
188215225,0,16,41,5,2181,0,0,0,0,6539835,0,0
188255274,2,2872,41,5,2181,0,0,0,0,6539787,2,2
188305214,0,16,41,5,2181,0,0,0,99,6539787,0,0
188345512,2,2821,41,5,2181,0,0,0,99,6539739,2,2
188395223,0,16,41,5,2181,0,0,0,99,6539739,0,0
188435229,2,2810,41,5,2181,0,0,0,99,6539691,2,2
188485252,0,16,41,5,2181,0,0,0,99,6539691,0,0
188525289,2,2815,41,5,2181,0,0,0,99,6539643,2,2
188575272,0,16,41,5,2181,0,0,0,99,6539643,0,0
188615242,2,2806,41,5,2181,0,0,0,99,6539595,2,2
188665255,0,16,41,5,2181,0,0,0,99,6539595,0,0
188705243,2,2814,41,5,2181,0,0,0,99,6539547,2,2
188755222,0,16,41,5,2181,0,0,0,99,6539547,0,0
188795262,2,2824,41,5,2181,0,0,0,99,6539499,2,2
188845234,0,16,41,5,2181,0,0,0,99,6539499,0,0
188885274,2,2804,41,5,2181,0,0,0,99,6539451,2,2
188935226,0,16,41,5,2181,0,0,0,99,6539451,0,0
188975266,2,2803,41,5,2181,0,0,0,99,6539403,2,2
189025230,0,16,41,5,2181,0,0,0,99,6539403,0,0
189065276,2,2798,41,5,2181,0,0,0,99,6539355,2,2
189115230,0,16,41,5,2181,0,0,0,99,6539355,0,0
189155231,2,2831,41,5,2181,0,0,0,99,6539307,2,2
189205412,0,16,41,5,2181,0,0,0,99,6539307,0,0
189245218,2,2819,41,5,2181,0,0,0,99,6539259,2,2
189295282,0,16,41,5,2181,0,0,0,99,6539259,0,0
189335209,2,2833,41,5,2181,0,0,0,99,6539211,2,2
189385283,0,16,41,5,2181,0,0,0,99,6539211,0,0
189425224,2,2828,41,5,2181,0,0,0,99,6539163,2,2
189475269,0,16,41,5,2181,0,0,0,99,6539163,0,0
189515276,2,2844,41,5,2181,0,0,0,99,6539115,2,2
189565227,0,16,41,5,2181,0,0,0,99,6539115,0,0
189605262,2,2836,41,5,2181,0,0,0,99,6539067,2,2
189685293,0,16,41,5,2181,0,0,0,99,6539067,0,0
189725219,2,2837,41,5,2181,0,0,0,99,6539019,2,2
189775224,0,16,41,5,2181,0,0,0,99,6539019,0,0
189815256,2,2842,41,5,2181,0,0,0,99,6538971,2,2
189865221,0,16,41,5,2181,0,0,0,99,6538971,0,0
189905274,2,2811,41,5,2181,0,0,0,99,6538923,2,2
189955232,0,16,41,5,2181,0,0,0,99,6538923,0,0
189995250,2,2816,41,5,2181,0,0,0,99,6538875,2,2
190045229,0,16,41,5,2181,0,0,0,99,6538875,0,0
190085223,2,2832,41,5,2181,0,0,0,99,6538827,2,2
190135222,0,16,41,5,2181,0,0,0,99,6538827,0,0
190175231,2,2818,41,5,2181,0,0,0,99,6538779,2,2
190225259,0,16,41,5,2181,0,0,0,99,6538779,0,0
