timestamp_us,packet_type,payload_len,rtt_ms,loss_percent,tx_queue_depth,datagram_budget,stream_window_available,quic_ready,cpu_usage,heap_free,decision_mode,pacing_level
2992001,0,16,250,0,1,0,0,0,0,8522423,0,0
3058081,2,2822,250,0,1,0,0,0,0,8518115,2,2
3106170,0,16,472,0,1,0,0,0,0,8518347,0,0
3145256,2,2758,472,0,1,0,0,0,0,8518299,2,2
3195229,0,16,472,0,1,0,0,0,0,8518299,0,0
3235273,2,2759,472,0,1,0,0,0,99,8518251,2,2
3285432,0,16,472,0,1,0,0,0,99,8518251,0,0
3325296,2,2726,472,0,1,0,0,0,99,8518203,2,2
3375425,0,16,472,0,1,0,0,0,99,8518203,0,0
3415314,2,2749,472,0,1,0,0,0,99,8518155,2,2
3465385,0,16,472,0,1,0,0,0,99,8518155,0,0
3505332,2,2753,472,0,1,0,0,0,99,8518107,2,2
3555225,0,16,472,0,1,0,0,0,99,8518107,0,0
3595294,2,2718,472,0,1,0,0,0,99,8518059,2,2
3645229,0,16,472,0,1,0,0,0,99,8518059,0,0
3685322,2,2728,472,0,1,0,0,0,99,8518011,2,2
3735233,0,16,472,0,1,0,0,0,99,8518011,0,0
3775292,2,2757,472,0,1,0,0,0,99,8517963,2,2
3825227,0,16,472,0,1,0,0,0,99,8517963,0,0
3865309,2,2738,472,0,1,0,0,0,99,8517911,2,2
3915227,0,16,472,0,1,0,0,0,99,8517911,0,0
3955265,2,2734,472,0,1,0,0,0,99,8517863,2,2
4010016,0,16,472,0,1,0,0,0,99,8516179,0,0
4249221,2,2743,418,33,2,1171,1,1,99,8506499,3,3
4308480,0,16,418,25,2,1171,1,1,99,8508439,0,0
4358411,2,2745,418,20,2,1171,1,1,99,8510215,1,3
4438416,0,16,376,11,6,1171,1,1,99,8506851,0,0
4489238,2,2758,326,10,6,1171,1,1,99,8508627,1,3
4570910,0,16,285,7,8,1171,1,1,99,8508611,0,0
4620920,2,2760,244,7,6,1171,1,1,99,8510391,1,3
4699111,0,16,211,5,10,1171,1,1,99,8510403,0,0
4751028,2,2733,177,5,6,1171,1,1,99,8512179,1,3
4821102,0,16,146,4,10,1171,1,1,99,8512175,0,0
4879038,2,2791,122,4,8,1171,1,1,99,8513959,1,3
4951161,0,16,113,4,12,1171,1,1,99,8512183,0,0
5013083,2,2764,96,3,10,1171,1,1,99,8513959,1,3
5079825,0,16,90,3,15,1171,1,1,99,8512171,0,0
5139039,2,2768,79,3,12,1171,1,1,99,8513959,1,2
5211179,0,16,75,2,16,1171,1,1,99,8512175,0,0
5269094,2,2743,67,2,14,1171,1,1,99,8513959,1,2
5341116,0,16,64,2,18,1171,1,1,99,8512183,0,0
5399087,2,2764,59,2,16,1171,1,1,99,8513959,1,2
5471174,0,16,58,2,20,1171,1,1,99,8512183,0,0
5529107,2,2752,54,2,18,1171,1,1,99,8513959,1,2
5601085,0,16,53,2,22,1171,1,1,99,8512183,0,0
5659013,2,2744,50,2,20,1171,1,1,99,8513959,1,2
5735117,0,16,50,1,24,1171,1,1,99,8512183,0,0
5789151,2,2776,48,1,22,1171,1,1,99,8513959,1,2
5861099,0,16,48,1,26,1171,1,1,99,8512183,0,0
5919014,2,2743,46,1,24,1171,1,1,99,8513959,1,2
5991159,0,16,47,1,28,1171,1,1,99,8512183,0,0
6052885,2,2750,45,1,26,1171,1,1,99,8513959,1,2
6119913,0,16,46,1,31,1171,1,1,99,8512175,0,0
6179014,2,2752,45,1,28,1171,1,1,99,8513959,1,2
6251153,0,16,45,1,32,1171,1,1,99,8512183,0,0
6309077,2,2757,44,1,30,1171,1,1,99,8513959,1,2
6381090,0,16,45,1,34,1171,1,1,99,8512179,0,0
6439066,2,2788,44,1,32,1171,1,1,99,8513955,1,2
6511175,0,16,44,1,36,1171,1,1,99,8512179,0,0
6569091,2,2751,43,1,34,1171,1,1,99,8513955,1,2
6641922,0,16,44,1,38,1171,1,1,99,8512179,0,0
6699013,2,2766,43,1,36,1171,1,1,99,8513955,1,2
6775147,0,16,44,1,40,1171,1,1,99,8512179,0,0
6829125,2,2767,43,1,38,1171,1,1,99,8513955,1,2
6901089,0,16,44,1,42,1171,1,1,99,8512179,0,0
6959012,2,2772,43,1,40,1171,1,1,99,8513955,1,2
7043599,0,16,43,1,42,1171,1,1,99,8513955,0,0
7089067,2,2755,43,1,42,1171,1,1,99,8513955,1,2
7165053,0,16,43,1,46,1171,1,1,99,8512175,0,0
7219080,2,2770,43,1,44,1171,1,1,99,8513955,1,2
7291155,0,16,44,0,48,1171,1,1,99,8512179,0,0
7349468,2,2778,43,0,46,1171,1,1,99,8513959,1,2
7421086,0,16,44,0,50,1171,1,1,99,8512179,0,0
7482833,2,2761,43,0,48,1171,1,1,99,8513959,1,2
7549805,0,16,44,0,53,1171,1,1,99,8512167,0,0
7609053,2,2745,43,0,50,1171,1,1,99,8513959,1,2
7693844,0,16,43,0,52,1171,1,1,99,8513959,0,0
7739012,2,2759,42,0,52,1171,1,1,99,8513959,1,2
7811296,0,16,43,0,56,1171,1,1,99,8512183,0,0
7873083,2,2760,43,0,54,1171,1,1,99,8513959,1,2
7939806,0,16,43,0,59,1171,1,1,99,8512183,0,0
7999044,2,2771,43,0,56,1171,1,1,99,8513899,1,2
8083869,0,16,43,0,58,1171,1,1,99,8513899,0,0
8129048,2,2770,42,0,58,1171,1,1,99,8513899,1,2
8213870,0,16,42,0,60,1171,1,1,99,8513899,0,0
8263038,2,2777,42,0,60,1171,1,1,99,8513899,1,2
8343979,0,16,41,0,62,1171,1,1,99,8513951,0,0
8389128,2,2761,41,0,62,1171,1,1,99,8513951,1,2
8474022,0,16,41,0,64,1171,1,1,99,8513951,0,0
8519037,2,2793,40,0,64,1171,1,1,99,8513951,1,2
8603881,0,16,41,0,66,1171,1,1,99,8513951,0,0
8649074,2,2776,40,0,66,1171,1,1,99,8513951,1,2
8733852,0,16,41,0,68,1171,1,1,99,8513951,0,0
8783287,2,2780,40,0,68,1171,1,1,99,8513951,1,2
8863949,0,16,40,0,70,1171,1,1,99,8513951,0,0
8909053,2,2784,40,0,70,1171,1,1,99,8513951,1,2
8993849,0,16,40,0,72,1171,1,1,99,8513951,0,0
9039019,2,2771,40,0,72,1171,1,1,99,8513951,1,2
9111316,0,16,40,0,76,1171,1,1,99,8512175,0,0
9169059,2,2761,40,0,74,1171,1,1,99,8513951,1,2
9277632,0,16,43,0,76,1171,1,1,99,8513951,0,0
9319075,2,2761,42,0,76,1171,1,1,99,8513951,1,2
9404223,0,16,42,0,78,1171,1,1,99,8513951,0,0
9449059,2,2783,42,0,78,1171,1,1,99,8513951,1,2
9521689,0,16,42,0,82,1171,1,1,99,8512175,0,0
9579027,2,2784,42,0,80,1171,1,1,99,8513951,1,2
9664220,0,16,42,0,82,1171,1,1,99,8513951,0,0
9713122,2,2747,41,0,82,1171,1,1,99,8513951,1,2
9794274,0,16,41,0,84,1171,1,1,99,8513951,0,0
9839028,2,2768,40,0,84,1171,1,1,99,8513951,1,2
9924595,0,16,41,0,86,1171,1,1,99,8513951,0,0
9969064,2,2746,40,0,86,1171,1,1,99,8513951,1,2
10054186,0,16,40,0,88,1171,1,1,99,8513951,0,0
10099020,2,2800,40,0,88,1171,1,1,99,8513951,1,2
10184218,0,16,40,0,90,1171,1,1,99,8513951,0,0
10233069,2,2766,40,0,90,1171,1,1,99,8513951,1,2
10318063,0,16,41,0,93,1171,1,1,99,8512175,0,0
10369022,2,2768,41,0,92,1171,1,1,99,8513947,1,2
10441457,0,16,41,0,96,1171,1,1,99,8512171,0,0
10499034,2,2776,41,0,94,1171,1,1,99,8513947,1,2
10584158,0,16,41,0,96,1171,1,1,99,8513947,0,0
10634030,2,2779,41,0,96,1171,1,1,99,8513947,1,2
10714262,0,16,40,0,98,1171,1,1,99,8513947,0,0
10759019,2,2762,40,0,98,1171,1,1,99,8513947,1,2
10844187,0,16,40,0,100,1171,1,1,99,8513947,0,0
10889032,2,2764,40,0,100,1171,1,1,99,8513947,1,2
10974194,0,16,40,0,102,1171,1,1,99,8513947,0,0
11019019,2,2776,40,0,102,1171,1,1,99,8513947,1,2
11104179,0,16,40,0,104,1171,1,1,99,8513947,0,0
11153061,2,2798,40,0,104,1171,1,1,99,8513947,1,2
11219793,0,16,40,0,109,1171,1,1,99,8512171,0,0
11279025,2,2812,40,0,106,1171,1,1,99,8513947,1,2
11364582,0,16,40,0,108,1171,1,1,99,8513951,0,0
11409018,2,2775,40,0,108,1171,1,1,99,8513951,1,2
11494193,0,16,40,0,110,1171,1,1,99,8513951,0,0
11539003,2,2766,40,0,110,1171,1,1,99,8513951,1,2
11628271,0,16,40,0,112,1171,1,1,99,8513951,0,0
11669074,2,2774,40,0,112,1171,1,1,99,8513951,1,2
11754196,0,16,40,0,114,1171,1,1,99,8513951,0,0
11799019,2,2763,40,0,114,1171,1,1,99,8513951,1,2
11884188,0,16,40,0,116,1171,1,1,99,8513951,0,0
11929018,2,2776,40,0,116,1171,1,1,99,8513951,1,2
12001443,0,16,40,0,120,1171,1,1,99,8512175,0,0
12063057,2,2771,40,0,118,1171,1,1,99,8513951,1,2
12144264,0,16,40,0,120,1171,1,1,99,8513951,0,0
12189020,2,2761,40,0,120,1171,1,1,99,8513951,1,2
12261443,0,16,41,0,124,1171,1,1,99,8512175,0,0
12319021,2,2752,41,0,122,1171,1,1,99,8513951,1,2
12389717,0,16,41,0,127,1171,1,1,99,8512175,0,0
12453047,2,2802,40,0,124,1171,1,1,99,8513951,1,2
12534282,0,16,40,0,126,1171,1,1,99,8513951,0,0
12579074,2,2745,40,0,126,1171,1,1,99,8513951,1,2
12664248,0,16,40,0,128,1171,1,1,99,8513951,0,0
12709020,2,2777,40,0,128,1171,1,1,99,8513951,1,2
12794188,0,16,40,0,130,1171,1,1,99,8513951,0,0
12839020,2,2767,40,0,130,1171,1,1,99,8513951,1,2
12924290,0,16,40,0,132,1171,1,1,99,8513951,0,0
12973044,2,2780,40,0,132,1171,1,1,99,8513951,1,2
13054239,0,16,40,0,134,1171,1,1,99,8513951,0,0
13099019,2,2755,39,0,134,1171,1,1,99,8513951,1,2
13171467,0,16,40,0,138,1171,1,1,99,8512175,0,0
13228996,2,2777,40,0,136,1171,1,1,99,8513951,1,2
13314204,0,16,41,0,138,1171,1,1,99,8513951,0,0
13359029,2,2802,40,0,138,1171,1,1,99,8513951,1,2
13448223,0,16,41,0,140,1171,1,1,99,8513951,0,0
13489076,2,2776,40,0,140,1171,1,1,99,8513951,1,2
13574203,0,16,40,0,142,1171,1,1,99,8513951,0,0
13619019,2,2789,40,0,142,1171,1,1,99,8513951,1,2
13704255,0,16,40,0,144,1171,1,1,99,8513951,0,0
13749020,2,2804,40,0,144,1171,1,1,99,8513951,1,2
13821455,0,16,40,0,148,1171,1,1,99,8512175,0,0
13883046,2,2774,40,0,146,1171,1,1,99,8513951,1,2
13964324,0,16,40,0,148,1171,1,1,99,8513951,0,0
14009649,2,2766,40,0,148,1171,1,1,99,8513951,1,2
14094201,0,16,40,0,150,1171,1,1,99,8513951,0,0
14139020,2,2768,40,0,150,1171,1,1,99,8513951,1,2
14224424,0,16,40,0,152,1171,1,1,99,8513951,0,0
14269020,2,2782,40,0,152,1171,1,1,99,8513951,1,2
14354206,0,16,40,0,154,1171,1,1,99,8513951,0,0
14403061,2,2766,39,0,154,1171,1,1,99,8513951,1,2
14484338,0,16,39,0,156,1171,1,1,99,8513951,0,0
14529033,2,2764,39,0,156,1171,1,1,99,8513951,1,2
14601443,0,16,40,0,160,1171,1,1,99,8512175,0,0
14655363,2,2737,40,0,158,1171,1,1,99,8513951,1,2
14731685,0,16,41,0,162,1171,1,1,99,8512175,0,0
14793042,2,2749,41,0,160,1171,1,1,99,8513951,1,2
14874274,0,16,40,0,162,1171,1,1,99,8513951,0,0
14919017,2,2768,40,0,162,1171,1,1,99,8513951,1,2
15004278,0,16,40,0,164,1171,1,1,99,8513951,0,0
15049020,2,2771,40,0,164,1171,1,1,99,8513951,1,2
15134202,0,16,40,0,166,1171,1,1,99,8513951,0,0
15179020,2,2777,40,0,166,1171,1,1,99,8513951,1,2
15264259,0,16,40,0,168,1171,1,1,99,8513951,0,0
15313081,2,2816,40,0,168,1171,1,1,99,8513951,1,2
15394271,0,16,40,0,170,1171,1,1,99,8513951,0,0
15439234,2,2736,39,0,170,1171,1,1,99,8513951,1,2
15511468,0,16,40,0,174,1171,1,1,99,8512175,0,0
15569019,2,2785,40,0,172,1171,1,1,99,8513951,1,2
15654206,0,16,40,0,174,1171,1,1,99,8513951,0,0
15699019,2,2819,40,0,174,1171,1,1,99,8513951,1,2
15808234,0,16,43,0,176,1171,1,1,99,8513951,0,0
15849248,2,2760,42,0,176,1171,1,1,99,8513951,1,2
15934195,0,16,42,0,178,1171,1,1,99,8513951,0,0
15979022,2,2780,41,0,178,1171,1,1,99,8513951,1,2
16064265,0,16,41,0,180,1171,1,1,99,8513951,0,0
16109020,2,2767,41,0,180,1171,1,1,99,8513951,1,2
16194195,0,16,41,0,182,1171,1,1,99,8513951,0,0
16239022,2,2799,41,0,182,1171,1,1,99,8513951,1,2
16328231,0,16,41,0,184,1171,1,1,99,8513951,0,0
16369078,2,2783,41,0,184,1171,1,1,99,8513951,1,2
16441445,0,16,41,0,188,1171,1,1,99,8512175,0,0
16499020,2,2771,41,0,186,1171,1,1,99,8513951,1,2
16571447,0,16,41,0,190,1171,1,1,99,8512175,0,0
16629019,2,2797,41,0,188,1171,1,1,99,8513951,1,2
16718193,0,16,41,0,190,1171,1,1,99,8513951,0,0
16759076,2,2782,40,0,190,1171,1,1,99,8513951,1,2
16844250,0,16,41,0,192,1171,1,1,99,8513951,0,0
16889019,2,2764,40,0,192,1171,1,1,99,8513951,1,2
16974204,0,16,41,0,194,1171,1,1,99,8513951,0,0
17019023,2,2784,40,0,194,1171,1,1,99,8513951,1,2
17104190,0,16,41,0,196,1171,1,1,99,8513951,0,0
17149018,2,2748,40,0,196,1171,1,1,99,8513951,1,2
17224403,0,16,41,0,201,1171,1,1,99,8512163,0,0
