timestamp_us,packet_type,payload_len,rtt_ms,loss_percent,tx_queue_depth,datagram_budget,stream_window_available,quic_ready,cpu_usage,heap_free,decision_mode,pacing_level
2992157,0,16,250,0,1,0,0,0,0,8522427,0,0
3058031,2,2767,250,0,1,0,0,0,0,8518107,2,2
3106172,0,16,472,0,1,0,0,0,0,8518339,0,0
3145257,2,2796,472,0,1,0,0,0,0,8518291,2,2
3195226,0,16,472,0,1,0,0,0,0,8518291,0,0
3235295,2,2756,472,0,1,0,0,0,99,8518243,2,2
3285227,0,16,472,0,1,0,0,0,99,8518243,0,0
3325383,2,2754,472,0,1,0,0,0,99,8518195,2,2
3375415,0,16,472,0,1,0,0,0,99,8518195,0,0
3415340,2,2749,472,0,1,0,0,0,99,8518143,2,2
3465235,0,16,472,0,1,0,0,0,99,8518143,0,0
3505310,2,2761,472,0,1,0,0,0,99,8518095,2,2
3555229,0,16,472,0,1,0,0,0,99,8518095,0,0
3595276,2,2802,472,0,1,0,0,0,99,8518047,2,2
3645264,0,16,472,0,1,0,0,0,99,8518047,0,0
3685302,2,2779,472,0,1,0,0,0,99,8517999,2,2
3735263,0,16,472,0,1,0,0,0,99,8517999,0,0
3775276,2,2778,472,0,1,0,0,0,99,8517951,2,2
3825263,0,16,472,0,1,0,0,0,99,8517951,0,0
3865296,2,2746,472,0,1,0,0,0,99,8517903,2,2
3915226,0,16,472,0,1,0,0,0,99,8517903,0,0
3955450,2,2761,472,0,1,0,0,0,99,8517855,2,2
4010351,0,16,472,0,1,0,0,0,99,8516171,0,0
4250578,2,2779,418,33,2,1171,1,1,99,8506487,3,3
4318414,0,16,418,25,2,1171,1,1,99,8508411,0,0
4368470,2,2754,418,20,2,1171,1,1,99,8510187,1,3
4448490,0,16,377,11,6,1171,1,1,99,8505039,0,0
4499202,2,2757,327,10,6,1171,1,1,99,8508611,1,3
4579668,0,16,286,7,9,1171,1,1,99,8506811,0,0
4629207,2,2769,258,7,8,1171,1,1,99,8508595,1,3
4710834,0,16,230,5,10,1171,1,1,99,8508607,0,0
4761041,2,2766,201,5,8,1171,1,1,99,8510383,1,3
4839172,0,16,179,4,12,1171,1,1,99,8510371,0,0
4891020,2,2802,152,4,8,1171,1,1,99,8512167,1,3
4961196,0,16,127,4,12,1171,1,1,99,8512155,0,0
