timestamp_us,packet_type,payload_len,rtt_ms,loss_percent,tx_queue_depth,datagram_budget,stream_window_available,quic_ready,cpu_usage,heap_free,decision_mode,pacing_level
2992149,0,16,250,0,1,0,0,0,100,8522455,0,0
3058006,2,2843,250,0,1,0,0,0,100,8518147,2,2
3106329,0,16,472,0,1,0,0,0,100,8518379,0,0
3145284,2,2799,472,0,1,0,0,0,100,8518331,2,2
3195359,0,16,472,0,1,0,0,0,100,8518331,0,0
3235281,2,2777,472,0,1,0,0,0,100,8518283,2,2
3285279,0,16,472,0,1,0,0,0,100,8518283,0,0
3325306,2,2810,472,0,1,0,0,0,100,8518235,2,2
3375411,0,16,472,0,1,0,0,0,100,8518235,0,0
3415449,2,2822,472,0,1,0,0,0,100,8518187,2,2
3465246,0,16,472,0,1,0,0,0,100,8518187,0,0
3505376,2,2799,472,0,1,0,0,0,100,8518139,2,2
3555244,0,16,472,0,1,0,0,0,100,8518139,0,0
3595349,2,2820,472,0,1,0,0,0,100,8518079,2,2
3645243,0,16,472,0,1,0,0,0,100,8518079,0,0
3685311,2,2847,472,0,1,0,0,0,100,8518031,2,2
3735229,0,16,472,0,1,0,0,0,100,8518031,0,0
3775300,2,2823,472,0,1,0,0,0,100,8517983,2,2
3825243,0,16,472,0,1,0,0,0,100,8517983,0,0
3865309,2,2830,472,0,1,0,0,0,100,8517935,2,2
3915265,0,16,472,0,1,0,0,0,100,8517935,0,0
3955306,2,2830,472,0,1,0,0,0,100,8517887,2,2
4010450,0,16,472,0,1,0,0,0,100,8516203,0,0
4252019,2,2791,418,33,2,1171,1,1,100,8506527,3,3
4318420,0,16,418,25,2,1171,1,1,100,8508447,0,0
4368479,2,2825,418,20,2,1171,1,1,100,8510235,1,3
4448474,0,16,377,11,6,1171,1,1,100,8506863,0,0
4499141,2,2808,327,10,6,1171,1,1,100,8508643,1,3
4580844,0,16,286,7,8,1171,1,1,100,8508651,0,0
4630984,2,2823,244,7,6,1171,1,1,100,8510431,1,3
4709167,0,16,212,5,10,1171,1,1,100,8510435,0,0
4760978,2,2810,178,5,6,1171,1,1,100,8512211,1,3
4831169,0,16,147,4,10,1171,1,1,100,8512207,0,0
4889098,2,2794,123,4,8,1171,1,1,100,8513991,1,3
4961100,0,16,114,3,12,1171,1,1,100,8512199,0,0
5023308,2,2847,97,3,10,1171,1,1,100,8513991,1,3
5089809,0,16,91,3,15,1171,1,1,100,8512211,0,0
5149094,2,2832,79,3,12,1171,1,1,100,8513991,1,2
5221100,0,16,75,2,16,1171,1,1,100,8512199,0,0
5279026,2,2836,67,2,14,1171,1,1,100,8513991,1,2
5364593,0,16,64,2,16,1171,1,1,100,8513991,0,0
5413148,2,2824,61,2,16,1171,1,1,100,8513991,1,2
5481172,0,16,59,2,20,1171,1,1,100,8512207,0,0
5539018,2,2811,54,2,18,1171,1,1,100,8513991,1,2
5611141,0,16,53,2,22,1171,1,1,100,8512211,0,0
5669093,2,2838,50,2,20,1171,1,1,100,8513991,1,2
5741088,0,16,50,1,24,1171,1,1,100,8512211,0,0
5799058,2,2813,48,1,22,1171,1,1,100,8513991,1,2
5871143,0,16,48,1,26,1171,1,1,100,8512207,0,0
