timestamp_us,packet_type,payload_len,rtt_ms,loss_percent,tx_queue_depth,datagram_budget,stream_window_available,quic_ready,cpu_usage,heap_free,decision_mode,pacing_level
15365496,2,2811,12009,0,1,0,0,0,0,8489187,2,2
15425421,0,16,12009,0,1,0,0,0,0,8489187,0,0
15470325,2,2856,12009,0,1,0,0,0,0,8487455,2,2
15745645,0,16,10511,280,3,1300,1,1,0,8489087,0,0
15793438,2,2805,10511,200,3,1300,1,1,0,8489071,3,3
15863727,0,16,9212,175,2,1300,1,1,0,8492635,0,0
15909337,2,2843,7092,155,1,1300,1,1,0,8494371,3,3
15969378,0,16,5461,155,0,1300,1,1,0,8497927,0,0
16009198,2,2816,4782,140,0,1300,1,1,0,8497927,3,3
16065390,0,16,4782,140,0,1300,1,1,0,8497927,0,0
16109202,2,2858,4189,127,0,1300,1,1,0,8497927,3,3
16165390,0,16,4189,127,0,1300,1,1,0,8497927,0,0
16213268,2,2842,3670,107,1,1300,1,1,0,8497927,3,3
16275386,0,16,3670,107,1,1300,1,1,0,8497927,0,0
16319283,2,2829,3216,100,0,1300,1,1,0,8497979,3,3
16375420,0,16,3216,100,0,1300,1,1,0,8497979,0,0
16419212,2,2796,2818,93,0,1300,1,1,0,8497979,3,3
16475386,0,16,2818,93,0,1300,1,1,0,8497979,0,0
16519215,2,2826,2470,87,0,1300,1,1,0,8497979,3,3
16575386,0,16,2470,87,0,1300,1,1,0,8497979,0,0
16619214,2,2842,2166,82,0,1300,1,1,0,8497979,3,3
16675382,0,16,2166,82,0,1300,1,1,0,8497979,0,0
16719214,2,2827,1899,77,0,1300,1,1,0,8497979,3,3
16775386,0,16,1899,77,0,1300,1,1,0,8497979,0,0
16819215,2,2854,1666,73,0,1300,1,1,0,8497979,3,3
16875393,0,16,1666,73,0,1300,1,1,0,8497979,0,0
16919272,2,2854,1462,70,0,1300,1,1,0,8497979,3,3
16975459,0,16,1462,70,0,1300,1,1,0,8497979,0,0
17023417,2,2818,1284,63,1,1300,1,1,0,8497979,3,3
17075522,0,16,1126,63,0,1300,1,1,0,8497979,0,0
17119238,2,2858,989,60,0,1300,1,1,0,8497979,3,3
17215393,0,16,989,60,0,1300,1,1,0,8497979,0,0
17259241,2,2854,869,58,0,1300,1,1,0,8497979,3,3
17315384,0,16,869,58,0,1300,1,1,0,8497979,0,0
17359253,2,2815,764,56,0,1300,1,1,0,8497979,3,3
17415384,0,16,764,56,0,1300,1,1,0,8497979,0,0
17459234,2,2845,673,53,0,1300,1,1,0,8497979,3,3
17515408,0,16,673,53,0,1300,1,1,0,8497979,0,0
17559234,2,2836,592,51,0,1300,1,1,0,8497979,3,3
17615384,0,16,592,51,0,1300,1,1,0,8497979,0,0
17659244,2,2819,522,50,0,1300,1,1,0,8497979,3,3
17715380,0,16,522,50,0,1300,1,1,0,8497979,0,0
17763328,2,2845,461,46,1,1300,1,1,0,8497979,3,3
17815404,0,16,461,46,1,1300,1,1,0,8497979,0,0
17859293,2,2858,408,45,0,1300,1,1,0,8497979,3,3
17915384,0,16,408,45,0,1300,1,1,0,8497979,0,0
17959234,2,2823,361,43,0,1300,1,1,0,8497979,3,3
18015451,0,16,361,43,0,1300,1,1,0,8497979,0,0
18059250,2,2851,319,42,0,1300,1,1,0,8497979,3,3
18115384,0,16,319,42,0,1300,1,1,0,8497979,0,0
18159234,2,2825,283,41,0,1300,1,1,0,8497979,3,3
18215453,0,16,283,41,0,1300,1,1,0,8497979,0,0
18259234,2,2832,252,40,0,1300,1,1,0,8497979,3,3
18315384,0,16,252,40,0,1300,1,1,0,8497979,0,0
18359246,2,2842,224,38,0,1300,1,1,0,8497979,3,3
18415380,0,16,224,38,0,1300,1,1,0,8497979,0,0
18459285,2,2800,200,37,0,1300,1,1,0,8497979,3,3
18515398,0,16,200,37,0,1300,1,1,0,8497979,0,0
18563355,2,2833,179,35,1,1300,1,1,0,8497979,3,3
18615404,0,16,179,35,1,1300,1,1,0,8497979,0,0
18659353,2,2834,161,35,0,1300,1,1,0,8497979,3,3
18725451,0,16,161,35,0,1300,1,1,0,8497979,0,0
18769244,2,2843,145,34,0,1300,1,1,0,8497979,3,3
18825388,0,16,145,34,0,1300,1,1,0,8497979,0,0
18869235,2,2830,130,33,0,1300,1,1,0,8497979,3,3
18925458,0,16,130,33,0,1300,1,1,0,8497979,0,0
18969245,2,2804,118,32,0,1300,1,1,0,8497979,3,3
19025388,0,16,118,32,0,1300,1,1,0,8497979,0,0
19069299,2,2857,107,31,0,1300,1,1,0,8497979,3,3
19125388,0,16,107,31,0,1300,1,1,0,8497979,0,0
19169307,2,2843,97,31,0,1300,1,1,0,8497979,3,3
19225388,0,16,97,31,0,1300,1,1,0,8497979,0,0
19269246,2,2845,89,30,0,1300,1,1,0,8497979,3,3
19325386,0,16,89,30,0,1300,1,1,0,8497979,0,0
19373636,2,2840,82,28,1,1300,1,1,0,8497979,3,3
19435497,0,16,82,28,1,1300,1,1,0,8497979,0,0
19479367,2,2861,76,28,0,1300,1,1,0,8497979,3,3
19535424,0,16,76,28,0,1300,1,1,0,8497979,0,0
19579977,2,2838,71,27,0,1300,1,1,0,8497979,3,3
19635397,0,16,71,27,0,1300,1,1,0,8497979,0,0
19679261,2,2853,66,26,0,1300,1,1,0,8497979,3,3
19735397,0,16,66,26,0,1300,1,1,0,8497979,0,0
